7.328157429368366282e-02,6.465631485873672979e-01
-4.012593991555084560e-01,-3.025187983110169121e-01
9.682381459938209367e-02,6.936476291987642151e-01
1.326127818501263933e+00,3.152255637002527866e+00
1.877429269110515664e+00,4.254858538221030884e+00
-1.365709346768155807e-01,2.268581306463688385e-01
-1.170319141087799331e+00,-1.840638282175598661e+00
-5.593521666768673795e-01,-6.187043333537347589e-01
-1.004376297228769116e-01,2.991247405542462046e-01
-2.163426198421981306e-01,6.731476031560373885e-02
-9.271190721545570224e-01,-1.354238144309114045e+00
6.024775514320455105e-01,1.704955102864091021e+00
-1.195164016087190278e-01,2.609671967825619721e-01
6.420020851667719297e-01,1.784004170333543859e+00
5.519254647400160252e-01,1.603850929480032050e+00
3.646339414690695224e-01,1.229267882938139156e+00
-9.815501838427177494e-01,-1.463100367685435499e+00
-6.973723524339070501e-01,-8.947447048678141002e-01
6.605747386256374254e-01,1.821149477251274851e+00
-3.746171217114292462e-01,-2.492342434228584924e-01
5.954346778346476521e-01,1.690869355669295304e+00
6.328814553137614984e-01,1.765762910627522997e+00
1.875471757628254243e+00,4.250943515256508931e+00
-1.000973239567776840e+00,-1.501946479135553680e+00
-1.770544145797587010e+00,-3.041088291595174020e+00
1.153920953459620785e-01,7.307841906919241293e-01
-3.111913054245781796e-01,-1.223826108491563591e-01
5.521148025331847897e-01,1.604229605066369579e+00
7.676031962728639968e-01,2.035206392545727994e+00
-1.406054915365315239e+00,-2.312109830730630478e+00
-1.169075538983703755e+00,-1.838151077967407510e+00
-1.124704619998610156e+00,-1.749409239997220311e+00
-5.039684903612027256e-01,-5.079369807224054512e-01
1.089593580273742646e+00,2.679187160547485291e+00
5.690814893137428054e-01,1.638162978627485611e+00
1.377339106295589310e+00,3.254678212591178621e+00
-8.037850197092456517e-01,-1.107570039418491303e+00
-2.610053167302784916e-01,-2.201063346055698311e-02
-1.589222554209670735e+00,-2.678445108419341469e+00
5.745082195689221738e-01,1.649016439137844348e+00
4.267940882972039440e-01,1.353588176594407777e+00
-7.769757460318946762e-01,-1.053951492063789352e+00
2.169681480259918249e+00,4.839362960519836498e+00
3.321562668379570149e-01,1.164312533675913919e+00
1.638297584901468873e-01,8.276595169802938301e-01
6.038367291536670400e-01,1.707673458307334080e+00
1.108994086416857261e+00,2.717988172833714522e+00
4.296035605272256475e-01,1.359207121054451406e+00
-8.530500587951354019e-01,-1.206100117590270804e+00
1.242393664667279740e+00,2.984787329334559480e+00
1.021747486008755201e+00,2.543494972017510403e+00
-6.444512258967494134e-01,-7.889024517934988268e-01
-3.115486515196835282e-01,-1.230973030393670564e-01
-2.249304227961147262e+00,-3.998608455922294524e+00
2.611725187912936619e+00,5.723450375825873238e+00
-1.426906046807085104e+00,-2.353812093614170209e+00
9.622119006553051523e-01,2.424423801310610305e+00
-3.899983383497719891e-01,-2.799966766995439782e-01
-1.772517799113187298e+00,-3.045035598226374596e+00
1.304744306388988306e+00,3.109488612777976613e+00
-1.969656389152059928e-01,1.060687221695880145e-01
8.653156467343869895e-02,6.730631293468773979e-01
-2.590295945935995325e-01,-1.805918918719906507e-02
-2.614523827389286792e-01,-2.290476547785735839e-02
-6.685301564644346994e-01,-8.370603129288693989e-01
-8.852899551562706248e-01,-1.270579910312541250e+00
1.293897895775673268e+00,3.087795791551346536e+00
6.850126641403063710e-01,1.870025328280612742e+00
-1.035103479545281591e+00,-1.570206959090563181e+00
3.786312632523373689e-01,1.257262526504674849e+00
-7.471515858826864864e-01,-9.943031717653729729e-01
-8.121386177854017507e-01,-1.124277235570803501e+00
-3.726718961679117981e-01,-2.453437923358235961e-01
-1.554223625045261015e+00,-2.608447250090522029e+00
-9.966519983962604523e-02,3.006696003207479095e-01
4.691345006964005027e-01,1.438269001392801005e+00
1.349813392010805468e-02,5.269962678402161371e-01
1.364504239997832213e+00,3.229008479995664427e+00
3.913277833793520344e-01,1.282655566758704069e+00
-8.558967028977176872e-01,-1.211793405795435374e+00
1.888372559799371686e+00,4.276745119598743372e+00
1.976981839655615580e+00,4.453963679311231161e+00
2.946779052893310769e-01,1.089355810578662265e+00
-1.373297067526706661e+00,-2.246594135053413321e+00
-5.667074039922186390e-01,-6.334148079844372781e-01
-4.113151098557500940e-01,-3.226302197115001880e-01
-2.691235229853901068e-01,-3.824704597078021351e-02
-1.764103816565861793e+00,-3.028207633131723586e+00
2.300177094298649916e+00,5.100354188597299832e+00
9.280802625226318714e-01,2.356160525045263743e+00
-4.501124207550994960e-01,-4.002248415101989920e-01
-3.406465521516645056e-01,-1.812931043033290113e-01
-1.477586364341094027e+00,-2.455172728682188055e+00
-1.924695748394612826e-01,1.150608503210774347e-01
-1.305971171422456445e+00,-2.111942342844912890e+00
5.781303340581436245e-01,1.656260668116287249e+00
-8.947232515120379093e-01,-1.289446503024075819e+00
7.207330329872058128e-02,6.441466065974411626e-01
-5.540776292942054537e-01,-6.081552585884109074e-01
-2.815022097393056644e+00,-5.130044194786113287e+00
